February,7,1997,Microsoft Announces that they will no longer support PowerPC for Windows NT,"The Motorola PowerPC processor was used by Mac computers, but (ironically) there wasn't much demand for a PC based on a PowerPC processor."
February,8,1999,Free-PC announces Free computers,"The business model for this was to 'give away' computers with internet access to consumers in exchange for the users being shown advertisements. While tens of thousands of computers will be given away, there weren't enough companies paying for advertising to sustain this model and most companies were gone within a year of starting."
February,9,1994,"Two large personal computer software makers, Electronic Arts and Broderbund Software, propose a merger ","Electronic Arts was mainly known for games and Broderbund did mostly a mix of utility and education software. This merger never completed as Broderbund went through a leadership change and ultimately a change in business strategy. Had this merger completed, the new company would have been one of the largest producers of consumer software at the time."
February,10,1998,The XML standard is proposed,"XML stands for eXtesible Markup Language and is based on SGML, which was proposed ten years earlier. SGML didn't get much support due to it's complexity and lack of industry support. Common uses are to replace the original HTML markup with XHTML and to represent complex data in a cross-platform way for transmission between systems."
February,11,1966,RAND takes JOSS out of service,"JOSS was only three years old at the time, but it had reached full capacity and needed to be replaced with a more powerful system that was capable of supporting more users."
February,12,1977,The Boston Computer Society is founded,Jonathan Rotenberg conducts the first meeting of only four attendees. It eventually became one of the largest such user groups in the world and eventually disbanded in 1996.
February,13,1980,Apollo Computer is incorporated,Apollo Computer was an early producer of 'graphical computers'. These systems were useful in electronic and mechanical design work at a time when this ability was usually associated with much more expensive systems. They were ultimately bought by Hewlett-Packard in 1989.
February,14,1946,The ENIAC is shown for the first time in public,"This system was designed for use in World War II and was originally designed to calculate artillery tables. But the team working on the hydrogen bomb were so impressed with it's abilities, it was quickly transferred over to making calculations for that project instead. The patent for the ENIAC was ultimately revoked in 1974. The makers of the Atanasoff-Berry Computer, which had been prototyped since 1939, won a court battle that claimed that their computer was the first and the ENIAC had no valid claim on an 'electronic computer'."
February,15,1995,Kevin Mitnick is arrested,"This was not his first run-in with the law. By this time, he had served time for breaking into computer systems, but he had been involved in other activities such as phone 'phreaking' and falsifying bus passes as early as the age of 12. This particular arrest was for a string of computer hacking activities as well as breaking the terms of an earlier parole. Today, he runs his own computer security company."
February,15,1934,Niklaus Wirth is born,He is credited for producing the Pascal and Modula-2 programming languages and has also produced many articles and books on programming.
February,16,1978,The BBS is born,"These Bulletin Board Systems were discussion forums that were initially only available regionally due to the requirement of connecting to them by phone line. This type of discusion was not new for computers connected at universities, but it was new to the general public. This is one of the early forms of 'social networks'."
February,17,1874,Thomas J. Watson Sr. is born,"Thomas Watson Sr worked up from a salesman to lead the massive IBM corporation. During his time, he grew the company to be known world-wide for the punched-card equipment typical until the 1960s. He died in 1956 and his son, Thomas Watson Jr. was the one that brought IBM into the computer age."
February ,18,1745,Count Alessandro Giuseppe Antonio Anastasio Volta is born,"While there is evidence of battery-type devices that go back much earlier, this is where the scientific study of battery technology starts."
February,19,1949,Danielle Bunten Berry is born,"This American-born game designer is known for her 1983 release of M.U.L.E., one of the first successful multi-player games. She also produced The Seven Cities of Gold a year later."
February,20,1947,Alan Turing suggests using Chess to test Artificial Intelligence,"In a speech to the London Mathematical Society, he argues that using the game of Chess as a subject to teach an Artificial Intelligence system to learn the best ways to set up such AI systems. He argued that in much the same way that a human must be taught to become proficient, a computer can be taught similarly, if we could teach it how to learn."
February,21,1984,Timex exits the home computer market,"Timex computers were low-powered, low-priced computers that provided accessibility to those unable to afford the larger computers. On this day, they decide that the market is starting to determine the winners and losers, and the winners won't include them."
February,22,2010,The Dalai Lama creates a Twitter account,"Known for his desire to keep up with current trends and academic thought, the real Dalai Lama creates a twitter account. Previous attempts for others to create an account on his behalf had been scuttled."
February,22,1983,A group of Japanese and American companies rally behind the 3.5' floppy standard,Seventeen companies form a group to support a new floppy disk and disk drive standard for the 3.5' disk. This disk will store about half of a megabyte of data.
February,23,1947,ISO is formed,"The International Standards Organization provides a clearinghouse for many standards, including technical standards. There is no requirement that they be honored, but they are recognized as being an excellent source for ensuring consistency in technical products."
February,24,1955,Steve Jobs is born,"Steve Jobs is passionate about technology and has pushed the envelope in design and marketing. He's best known for co-founding Apple Computer, but he also started Pixar Studios and the NeXT Computer companies as well."
February,25,2003,Google's first patent is granted,"US patent 6,526,440 grants Google rights to 'rank search results by reranking the results based on local inter-connectivity'. This is one of the pieces of the magic formula that they use to help find stuff on the internet. Since then, Google has become known for other products and services, Gmail, Google Maps, Google Docs and many more."
February,26,1996,SGI buys Cray Research,This purchase was worth $767 million dollars and made Silicon Graphics Inc. the leading supplier of high-speed computing in the world. Cray Research was formed by Seymour Cray and many believe that he is the 'father of supercomputing'. He started Cray Research in the early 1970s after an already long career in other research labs.
February,27,1998,Development ceases for the Apple Newton,"After Apple created the term PDA and filled this new niche with the Newton, it still had it's problems. Mainly in perception by potential users. A Newton-like device showed up in a Simpson's episode where Nelson is making his to-do list where 'Beat up Martin' became 'Eat up Martha'. There are still enthusiasts that continue to use these products."
February,28,1956,Patent for Core Memory is granted,"Jay Forrester at MIT is granted a patent for magnetic core memory. Nearly ten years earlier, the idea behind this technology was described, but it wasn't until 1956 that the patent was awarded. Magnetic core memory is a type of computer memory that was used prior to the silicon chips introduced in the 1970s. This type of memory consists of two rows of wires that form a checkerboard pattern and at each pace the wires meet, a magnetic ring (aka core), was put around both wires. Early on, it was not possible at the time to have this done by machine, so textile workers were hired to do this work."
February,29,1860,Herman Hollerith was born,"His tabulating machines were used extensively in the US 1890 census after the prototype he entered into a competition by the Census Bureau was able to out-perform the other entries. His system also used punched cards, which inspired future use of them in early computer input."
March,1,1995,Yahoo! is founded,"After years of tracking lists of interesting sites by hand at school, Jerry Yang and David Filo create a business, based on this idea of a directory. Since then, the business has moved into be better known as a search engine and email service."
March,1,1960,LISP 1 Programmer Manual is released,The LISP programming language stands for LISt Processing. Its original design was to be a formal language for describing programs and was quickly found to be useful for those studying Artificial Intelligence. The language was invented in 1958 and is still used today for AI research.
March,2,1987,The Macintosh SE is introduced,"Probably the important feature of this system was it's expandability. The expansion allowed additional memory and even a processor card could be added for better performance. You could not only get 1 or 2 floppy drives, but also a hard drive (a first for the Macintosh line). A fan was added, which helped maintain a cooler temperature and therefore, a longer working life. Th"
March,3,2003,SCO announces it will sue IBM over Linux,"2003 saw SCO sue many companies in an attempt to show that Linux had Unix code in it and that they should be compensated for that violation. As of 2010, there are still some lingering lawsuits being tried in court, with typically with SCO not being able to make their case."
March,4,1956,An Wang sells Core Memory Patent,"Only days earlier, the Magnetic Core Memory patent was granted. This patent was for a 'Pulse Transfer Controlling Device' which is a critical component of the Magnetic Core Memory patent. IBM buys An Wang's patent for use in it's own systems. Wang Labratories competes with IBM for many years but ultimately declares bankruptcy, gets bought and resold several times."
March,5,1975,First meeting of the Homebrew Computer Club,"Having a meeting in your garage with friends may not be an auspicious start to much, but for Gordon French, it was. Among the first attendees at this meeting in Menlo Park was Steve Wozniack. The name isn't proposed until a future meeting. "
March,6,1927,Metropolis' has it's US release,"After being released in Germany, this version was cut to fit the 'proper' length of a movie, 90 minutes. Some of the storyline suffers as a result."
March,6,2003,SCO makes good on threat of lawsuit,"In Utah, SCO files a lawsuit against IBM. The claim is that IBM took Unix code (licensed from SCO) and added it to the Linux codebase. In order to speed a resolution, they further threaten to revoke the license agreement in 100 days if IBM does not meet their demands."
March,7,1997,w3c.org is registered,"The World Wide Web Consortium (w3c) registers their own domain on this day, nearly one and a half years after Tim Berners-Lee founded the organization."
March,8,1900,Howard Aiken's Birthday,"Howard Aiken was the primary designer for the Mark I computer, completed in 1944.  He had been primarily interested in Physics and had received his PhD from Harvard in 1939. While studying Physics, he came across calculations that required enormous calculations. This challenge got him to think about building an electro-mechanical computer. With help from IBM and the US Military, including the assistance from Grace Hopper, he was able to build this computer."
March,9,1993,The PowerOpen Association was formed,"This association of Apple, Motorola, IBM and four other companies was intended to promote new computer chip technology. These chips were intended for the 'next generation' of personal computers and this association would define the requirements for a common platform and verify that implementations of that platform conformed to these requirements. The PowerPC platform released by Apple was one result of this effort."
March,10,1997,Netscape Communicator Announced,"While not released for several more months, this suite of software packages included a web browser, email client, news client, address book, HTML editor, Netcaster (a push client), Conference  (a multi-user commutation application) and a calendar application. The intent was to be attractive to corporations as a single suite of communication tools for the desktop."
March,11,1890,Vannevar Bush is born,"Besides building one of the first analog computers, he was a social visionary talking about how technology can improve our lives. In the 1930s, he described an idea called Memex, a microfilm-based information retrieval system about the size of an office desk. A user could retrieve vast amounts of data from microfilm without having to leave home. One important concept with the Memex, was that all the information in this system would be tied to other items, making a web of information that could be traversed."
March,12,1994,The first Internet Cafe is open,Ivan Pope writes a proposal in response to being commissioned to develop an Internet event for 'Towards the Aesthetics of the Future' for the Institute of Contemporary Arts in London. This proposal describes a cafe with Internet access at each table. This cafe is opened during the weekend of the event.
March,13,1986,Microsoft stock becomes available to the public,The IPO had been months earlier and had raised $61 million.
March,14,1955,TRADIC is announced,"Bell Labs has completed the first fully-transistorized computer, the TRADIC. Until this time, computers used either the slow, but reliable relay switches, or the fast, but failure-prone vacuum tubes. A side benefit was that the power needed to run the computer was orders of magnitude lower than what was needed previously."
March,15,1985,The first internet domain name is registered,"Symbolics.com was spun off the MIT Artificial Intelligence Lab and primarily designed, built and sold machines that were tuned to run LISP, the defacto language for Artificial Intelligence research. Eventually, there were some disputes between Symbolics and the MIT Lab which prompted Richard Stallman to set up the GNU project to ensure that his vision of software projects with many collaborators could live on."
March,16,1995,Mortal Kombat II released for PCs,One of many arcade titles to increase gore and a sense of reality to fighting games. It was building on the success of the arcade version as well as the original Mortal Kombat game.
March,17,1988,Apple sues Microsoft over Windows 2.0,"Apple had licensed some of the GUI technology to Microsoft for Windows 1.0, but some of the improvements added in the 2.0 version 'crossed the line' and Apple filed a suit. When Windows 3.0 came out, Apple piled on more complaints to the suit. Since Apple had essentially taken their ideas from the Xerox Alto and Star projects, Xerox decided to sue Apple on the same grounds. Apple lost their suit against Microsoft because the complaint was too generic. Xerox lost to Apple because they had waited too long to file."
March,18,1986,New York Times reports that an American Student tracked a Mir launch days before it was announced,"Phillip Naranjo, a New Jersey High School student and member of Inertial Tracking and Orbital Calculations,  discovers transmissions in Cyrillic Code (essentially Morse Code for the Russian alphabet) that indicate that a launch is imminent. After notifying other members around the globe, they start to put the pieces together about the launch days before the Soviet Union announces the launch."
March,19,1992,AOL goes public,"More than a year before the Web is even conceived, AOL is beginning to set up a user base and receive funding."
March,20,1812,The 'Frame Breaking Act' receives royal approval in Britain,"This act was intended to punish members of the Luddites who were destroying the automated looms all across the country. The Luddites were afraid of the social changes that were taking place with the industrial revolution.  The term 'Luddite' is still used today to describe someone that disapproves of technology. On a side note, Lord Byron, the poet and statesman, pleads the case of the Luddites to the House of Lords to ease the anger felt by that body. Ironically, his daughter, Ada Lovelace, not to be born for several more years, will go on to become considered the worlds first programmer."
March,21,2006,The Twitter project is started,"Is it a blog? Is it text messaging for the web? Is it a newsfeed? Um... well... yes. Regardless, its popular enough to attract the Dalai Lama to it's list of users."
March,22,1993,The Pentium Chip ships,"In 1971, Intel creates the 4004, the first single-chip microprocessor, essentially suited to handheld calcualtors. This is followed by the 8008 an 8-bit processor, capable of general data manipulation and running 'dumb terminals'.  The 8080 used essentially the same design and instructions as the 8008, but added the ability to use more memory and a few more instructions. This was followed by the  8086 processors which were 16-bit processors and was used in the original IBM PC. This break from a number scheme to describe the chip was based on lawsuits that prohibited trademarking numbers for product names. These chips build on the instruction set from the original 8086 chipset."
March,23,1928,Jean Sammet is born,"Trained in Mathematics, she started as a teacher. When she made the move to the computer industry, she worked on many different projects. These include developing computer languages, writing a book on the history of computer languages and eventually becoming the president of the Association of Computing Machinery."
March,24,1990,An Wang dies,"An Wang was born in China and found his way to Harvard, where he worked with Howard Aiken on the Mark IV. He went on to co-found Wang Labratories, making calculators and word processors and eventually mini and personal computers. His initial funding was from IBM where he sold his patent for the fundamental working parts for magnetic core memory."
March,24,1995,The first Zip drive is shipped,"Iomega had been around since the 1980s and had previously created a removable drive called a Bernoulli Drive which consisted of a more complicated mechanism in each disk. The simpler Zip drive allowed for more inexpensive media to be produced. While filling several niches for storage needs, it was never widely used as the writeable CDs could store more and ultimately USB drives were cheaper and more convenient to use."
March,25,1995,The first Wiki is built,A small consulting organization creates this simple system to manage a community-built resource of various computer concepts and is still in use today.
March,26,1999,The Melissa computer virus attacks,This is the earliest known computer virus to propogate itself.
March,26,1976,Elizabeth II sends her first email,"She was visiting an army base at the time, where this new communication method was in use. "
March,27,1990,Sierra and Broderbund cancel a previously-announced merger,"Sierra Online, known for it's games and Broderbund, known for it's educational and utility titles would have made the largest producer of PC software at the time if the merger had completed. The merger was soon canceled when the two companies could not agree on the structure of the new organization."
March,28,1986,Article published on AIDS research that describe using a computer graphics to assist with the research,Roche Laboratories published an article in Science magazine that discusses their use of computer graphics to assist in their research by modeling the structure of the AIDS protease molecule.
March,29,1983,Tandy announces the Model 100,"This portable computer had an 8-line, 40-column screen, a built-in modem, serial and parallel ports and included a text editor,  telecommunications package, schedule book, address book, and Microsoft BASIC. It runs on four AA batteries."
March,30,1957,The 'stack' patent is filed,F.L. Bauer and K. Samelson filed a patent in Germany for a method of using a pushdown stack to perform arithmetic operations.
March,31,1975,Ethernet patent is filed,The Ethernet standard is the physical aspect of networking. This includes the cables and the signal standards needed to pass a variety of protocols.
April,1,1985,The WELL is launched,The WELL (Whole Earth 'Lectronic Link) owned by the Whole Earth Catalog publisher. It was one of the first 'virtual communities and initially was serving the readers and writers of the Whole Earth Catalog. It is currently run by Salon.com.
April,2,1987,The IBM PS/2 is introduced,"In an attempt to segment the market away from it's competitors, new features were added such as the 1.44Mb floppy and the VGA display standard. From an OS perspective, the intent was to make OS/2 the default, but it wasn't ready at the time the hardware was, so DOS, AIX and Windows were all vying for the defacto standard."
April,2,1980,Iomega is formed,"Iomega is primarily in the removable storage market. The early drives provided a relatively cheap and portable solution for removable storage in 'disk' format. Ultimately, solid-state and USB-based disk drives as well as CD ROM drives were cheaper and more reliable."
April,3,1986,The first IBM laptop is released,"The IBM PC Convertible had two 720Kb floppy drives and a monochrome monitor capable of emulating CGA graphics. While there was a 'portable' computer that was released earlier, this version looks more like what we are used to when we think of a laptop. "
April,4, ,Isodorus de Sevilla day of celebration,"Isodorus de Sevilla is the unofficial patron saint of the Internet. Born around the year 560, he eventually became the Bishop of Seville. He is known for working diligently to keep the Gothic kingdom together based on his conviction that all forms of knowledge can be used for a greater good."
April,5,1982,The New York Times describes the error embedded in a chip that is affecting new PCs,Microsoft had provided BASIC embedded in a ROM chip and one of the subroutines was faulty. This resulted in some calculations being wrong. The problem was that the error was on code embedded on a chip and not on the hard drive.
April,6,1972,Cray Research Opens,"After more than twenty years building computers with his latest project at Control Data Corporation (CDC) having trouble with funding, Seymour Cray opens his own lab in Chippewa Falls, Wisconsin. He spun off different companies and stayed active in the designing of high-powered computing preferring to use highly parallel processing. His rationale for his designs is summarized in a quote attributed to him 'If you were plowing a field, which would you rather use: Two strong oxen or 1024 chickens?' "
April,7,1969,RFC 1 was published,"The RFC (Request for Comments) document was a somewhat standard mechanism for the Internet Engineering Task Force (IETF) to use for making proposals on improvements and changes to the internet for the purpose of getting feedback. Over time, the feedback received may result in a new RFC being added that supercedes the previous version. Even with these documents, there is often enough 'wiggle room' of interpretation where various implementations are incompatible and other means are used to create a more formal standard. However, these documents are often considered to reflect the spirit of the protocol, if not the complete set of guidelines."
April,8,1991,The Sun Microsystems team working on Java moves to an off-site lab to start their work in earnest,"In order to maintain secrecy, the core group of the Oak  Development Project moves out of the main facility to work on what will become the Java language."
April,9,1919,Presper Eckert is born,"Presper Eckert is one of the principle designers of the ENIAC. Along with John Mauchly, they worked on the ENIAC from 1943 to 1946. Both had used Vanevar Bush's electro-mechanical Difference Engine to perform calculations, but wanted to more work in less time."
April,10,1981,Space shuttle maiden filght is grounded due to software bug,"In an attempt to improve reliability by introducing multiple redundant systems, the initialization sequence fails. The failure was ultimately traced back to two different organizations implementing the same design for two parts of the redundant system that were intended to be identical. A small difference in interpretation caused the initialization to fail. Two days later, the system was fixed and on April 12, 1981, the Columbia made it's first voyage."
April,11,2000,RIM releases their Wireless Computer,This was released a couple of years before the Blackberry where the computer and the cell phone were merged.
April,12,1979,Earliest known use of emoticons for email,"Kevin MacKenzie suggested that emoticons :-), :-( and others be used to indicate tone and intent within email messages. This suggestion was posted in the CMU BBS (and not in an email) ;-)"
April,13,1909,Stan Ulam is born,"Stan Ulam and his brother Adam defect to the United States while visiting the US as a Harvard Junior Fellow just before the start of World War II. He receives his PhD and after teaching at Harvard and the University of Wisconsin, Ulam joins The Manhattan Project. There, he meets John Von Neumann and they discuss a 'Technological Singularity' where he is quoted as saying 'One conversation centered on the ever accelerating progress of technology and changes in the mode of human life, which gives the appearance of approaching some essential singularity in the history of the race beyond which human affairs, as we know them, could not continue.'"
